Ver. 4 7 real time data, Monday, August 28, 2017 1:58:57 AM
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
117049	1487	1.370000	5.110000	2.740000	0.960000	0.910000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
117209	1763	1.190000	7.930000	4.890000	1.120000	0.570000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
117369	2100	1.040000	5.740000	3.480000	1.110000	0.310000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
117549	2141	1.150000	4.150000	2.250000	1.030000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
117710	2132	1.250000	3.810000	2.060000	0.920000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
117870	2129	1.290000	3.830000	2.050000	0.940000	0.180000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
118030	2141	1.290000	3.740000	1.990000	0.940000	0.180000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
118190	2198	1.310000	3.740000	1.980000	0.930000	0.180000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
118351	2276	1.270000	3.720000	1.980000	0.930000	0.180000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
118511	2428	1.270000	3.650000	1.920000	0.930000	0.180000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
118671	2572	1.310000	3.660000	1.910000	0.930000	0.180000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
118821	2715	1.290000	3.710000	1.960000	0.930000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
118981	2634	1.330000	3.820000	2.040000	0.930000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
119142	2639	1.390000	3.800000	2.020000	0.930000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
119322	2595	1.390000	3.860000	2.050000	0.930000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
119482	2551	1.350000	3.870000	2.040000	0.930000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
119642	2544	1.350000	3.830000	2.040000	0.930000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
119803	2497	1.330000	3.900000	2.080000	0.920000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
120043	2482	1.310000	3.860000	2.040000	0.930000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
120343	2420	1.330000	3.820000	2.040000	0.930000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
120504	2385	1.250000	3.820000	2.040000	0.920000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
120664	2371	1.230000	4.010000	2.150000	0.930000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
120824	2356	1.460000	4.630000	2.510000	0.910000	0.260000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
120984	2383	1.860000	5.170000	2.810000	0.920000	0.290000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
121145	2270	2.040000	5.600000	3.040000	0.920000	0.310000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
121305	2296	2.020000	5.900000	3.220000	0.910000	0.320000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
121465	2299	2.000000	6.110000	3.320000	0.910000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
121625	2253	2.060000	6.590000	3.570000	0.920000	0.360000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
121786	2275	1.880000	6.810000	3.700000	0.920000	0.370000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
121946	2264	1.910000	7.140000	3.890000	0.920000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
122106	2255	1.760000	7.250000	3.920000	0.920000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
122266	2255	1.880000	7.270000	3.940000	0.930000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
122426	2253	1.840000	7.380000	4.000000	0.920000	0.400000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
122587	2240	1.860000	7.200000	3.890000	0.930000	0.410000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
122747	2240	1.970000	7.530000	4.040000	0.920000	0.410000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
122907	2233	1.840000	7.480000	4.050000	0.920000	0.410000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
123067	2230	1.860000	7.580000	4.090000	0.920000	0.420000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
123228	2231	1.900000	7.500000	4.040000	0.910000	0.410000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
123388	2227	1.950000	7.560000	4.090000	0.910000	0.420000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
123548	2216	1.900000	7.610000	4.110000	0.920000	0.420000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
123708	2216	1.840000	7.580000	4.090000	0.920000	0.420000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
123869	2225	1.930000	7.750000	4.180000	0.920000	0.430000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
124029	2235	1.800000	7.760000	4.180000	0.920000	0.430000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
124189	2227	1.760000	7.750000	4.190000	0.920000	0.430000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
124349	2228	1.780000	8.200000	4.460000	0.920000	0.460000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
124499	2236	1.880000	8.670000	4.730000	0.910000	0.490000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
124670	2242	1.720000	8.760000	4.820000	0.910000	0.490000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
124820	2268	1.700000	8.830000	4.850000	0.910000	0.490000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
124980	2301	1.750000	8.800000	4.850000	0.910000	0.490000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
125140	2295	1.780000	8.830000	4.870000	0.910000	0.500000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
125301	2303	1.720000	8.830000	4.870000	0.910000	0.500000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
125461	2333	1.820000	10.880000	6.140000	0.890000	0.590000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
125621	2351	1.350000	13.280000	8.190000	0.920000	0.720000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
125781	2361	1.270000	12.790000	8.060000	0.930000	0.810000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
125942	2387	1.550000	13.520000	8.380000	0.930000	0.820000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
126102	2431	1.530000	13.810000	8.500000	0.910000	0.880000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
126262	2488	1.440000	15.950000	9.960000	0.940000	1.050000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
126422	2528	1.530000	17.080000	11.010000	0.930000	1.140000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
126582	2600	1.370000	18.610000	11.700000	0.920000	1.170000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
126743	2671	1.210000	18.710000	11.740000	0.910000	1.190000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
126903	2728	1.190000	17.500000	11.000000	0.940000	1.140000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
127063	2774	1.270000	16.190000	10.330000	0.950000	1.110000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
127223	2843	1.530000	15.980000	10.130000	0.930000	1.100000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
127384	2905	1.570000	15.890000	10.050000	0.940000	1.090000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
127544	2970	1.460000	16.420000	10.160000	0.920000	1.090000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
127704	3030	1.550000	16.370000	10.330000	0.930000	1.080000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
127864	3077	1.480000	16.230000	10.230000	0.920000	1.090000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
128024	3146	1.510000	16.270000	10.170000	0.920000	1.070000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
128185	3207	1.460000	16.420000	10.240000	0.920000	1.070000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
128345	3249	1.550000	16.110000	10.070000	0.920000	1.060000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
128505	3294	1.610000	16.130000	10.010000	0.920000	1.050000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
128665	3346	1.510000	16.040000	10.020000	0.920000	1.050000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
128826	3392	1.530000	15.960000	9.890000	0.920000	1.040000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
128986	3442	1.610000	15.980000	9.910000	0.920000	1.030000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
129146	3478	1.610000	15.880000	9.880000	0.910000	1.030000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
129306	3528	1.570000	15.640000	9.680000	0.910000	1.020000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
129467	3571	1.590000	15.680000	9.710000	0.910000	1.020000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
129627	3621	1.650000	15.250000	9.500000	0.910000	1.000000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
129787	3658	1.630000	15.610000	9.670000	0.900000	1.010000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
129947	3696	1.610000	15.760000	9.720000	0.910000	1.010000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
130107	3729	1.590000	15.480000	9.610000	0.910000	1.010000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
130258	3758	1.530000	15.670000	9.630000	0.900000	1.000000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
130418	3794	1.460000	15.550000	9.580000	0.900000	1.000000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
130578	3837	1.610000	15.610000	9.550000	0.900000	0.990000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
130738	3871	1.630000	15.450000	9.450000	0.900000	0.980000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
130899	3894	1.590000	16.050000	9.800000	0.890000	0.980000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
131059	3927	1.530000	15.500000	9.470000	0.890000	0.990000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
131219	3960	1.660000	15.330000	9.330000	0.880000	0.980000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
131379	3987	1.570000	15.370000	9.360000	0.900000	0.980000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
131540	4002	1.550000	15.420000	9.360000	0.910000	0.980000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
131700	4046	1.650000	14.990000	9.180000	0.890000	0.960000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
131860	4078	1.660000	15.060000	9.220000	0.900000	0.960000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
132020	4104	1.660000	14.960000	9.180000	0.900000	0.970000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
132180	4132	1.650000	15.140000	9.240000	0.890000	0.970000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
132341	4168	1.650000	14.940000	9.150000	0.910000	0.950000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
132501	4197	1.660000	14.700000	9.000000	0.900000	0.950000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
132661	4216	1.650000	14.800000	9.050000	0.900000	0.940000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
132821	4239	1.510000	14.500000	8.710000	0.900000	0.910000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
132982	4273	1.610000	13.830000	8.480000	0.920000	0.890000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
133142	4297	1.880000	13.450000	8.330000	0.930000	0.870000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
133322	4322	1.820000	13.430000	8.320000	0.920000	0.890000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
133472	4358	1.720000	13.770000	8.480000	0.930000	0.880000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
133633	4349	1.760000	13.800000	8.470000	0.920000	0.890000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
133793	4407	1.760000	14.200000	8.630000	0.880000	0.940000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
133953	4423	1.460000	15.510000	9.340000	0.880000	0.980000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
134113	4460	1.570000	15.580000	9.460000	0.890000	0.980000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
134273	4489	1.590000	15.550000	9.480000	0.880000	0.980000	80.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
134434	4517	1.570000	15.630000	9.450000	0.880000	0.980000	80.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
134594	4549	1.510000	15.480000	9.430000	0.890000	0.970000	80.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
134754	4599	1.610000	15.350000	9.340000	0.880000	0.960000	80.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
134914	4622	1.700000	15.290000	9.230000	0.880000	0.960000	80.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
135075	4652	1.610000	15.030000	9.140000	0.890000	0.960000	80.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
135235	4691	1.680000	15.020000	9.130000	0.890000	0.960000	80.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
135395	4723	1.630000	15.170000	9.160000	0.870000	0.960000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
135555	4752	1.680000	15.320000	9.260000	0.880000	0.950000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
135716	4785	1.590000	15.200000	9.210000	0.890000	0.950000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
135876	4814	1.610000	15.180000	9.160000	0.870000	0.940000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
136036	4838	1.610000	15.030000	9.100000	0.870000	0.940000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
136196	4890	1.700000	14.870000	9.030000	0.890000	0.930000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
136356	4913	1.750000	14.730000	8.980000	0.890000	0.930000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
136517	4944	1.680000	14.890000	8.970000	0.880000	0.930000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
136677	4984	1.750000	14.980000	9.030000	0.870000	0.930000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
136837	5018	1.630000	14.940000	8.970000	0.890000	0.920000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
136997	5031	1.610000	14.890000	8.970000	0.880000	0.920000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
137158	5068	1.700000	14.620000	8.870000	0.890000	0.910000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
137318	5088	1.630000	14.430000	8.810000	0.890000	0.910000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
137478	5133	1.630000	14.410000	8.760000	0.890000	0.890000	80.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
137638	5153	1.680000	14.280000	8.630000	0.890000	0.880000	80.000000	70.000000	249	0.000000	0.000000	0.875000	0	0	0	
137799	5130	1.000000	9.830000	6.050000	1.050000	0.610000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
137959	5110	1.140000	6.630000	3.440000	0.950000	0.340000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
138109	5046	1.040000	4.420000	2.470000	0.980000	0.220000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
138269	4880	1.390000	4.240000	2.350000	0.970000	0.220000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
138429	4732	1.250000	4.170000	2.300000	0.970000	0.220000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
138610	4556	1.370000	4.150000	2.280000	0.970000	0.220000	78.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
138770	4410	1.250000	4.090000	2.250000	0.970000	0.230000	78.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
138930	4261	1.400000	3.960000	2.170000	0.970000	0.220000	78.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
139090	4121	1.610000	4.050000	2.210000	0.970000	0.220000	78.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
139251	3996	1.570000	4.000000	2.200000	0.970000	0.210000	78.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
139411	3862	1.630000	4.070000	2.240000	0.970000	0.220000	78.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
139571	3728	1.530000	4.030000	2.220000	0.980000	0.210000	78.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
139731	3602	1.570000	4.040000	2.240000	0.950000	0.220000	78.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
139892	3470	1.570000	4.020000	2.210000	0.980000	0.210000	78.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
140062	3363	1.420000	4.010000	2.210000	0.980000	0.200000	78.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
140222	3232	1.480000	4.070000	2.240000	0.970000	0.200000	78.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
140382	3120	1.390000	4.010000	2.210000	0.970000	0.210000	78.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
140542	3007	1.350000	4.020000	2.210000	0.990000	0.200000	78.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
140723	2884	1.390000	3.960000	2.180000	0.980000	0.210000	78.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
140883	2771	1.350000	3.980000	2.200000	0.980000	0.220000	78.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
141043	2650	1.370000	4.010000	2.210000	0.980000	0.210000	78.000000	69.000000	250	0.000000	0.000000	0.895000	0	0	0	
141203	2555	1.350000	3.950000	2.200000	0.980000	0.220000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
141364	2460	1.230000	3.930000	2.160000	1.000000	0.200000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
141524	2322	1.330000	3.890000	2.150000	1.000000	0.200000	78.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
141684	2204	1.420000	3.830000	2.110000	0.990000	0.210000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
141844	2122	1.330000	3.870000	2.130000	0.990000	0.200000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
142005	1997	1.400000	3.940000	2.170000	0.980000	0.210000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
142165	1876	1.400000	3.950000	2.200000	0.990000	0.200000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
142325	1785	1.420000	3.900000	2.170000	0.990000	0.210000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
142485	1701	1.390000	3.800000	2.110000	0.990000	0.200000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
142636	1615	1.330000	4.670000	2.620000	0.690000	0.630000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
142796	1722	0.900000	12.180000	8.120000	1.080000	0.710000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
142966	2266	1.150000	6.280000	3.670000	1.060000	0.320000	80.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
143116	2129	1.100000	4.070000	2.340000	1.020000	0.220000	78.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
143276	2040	1.210000	4.060000	2.200000	0.920000	0.200000	80.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
143437	2064	1.270000	3.870000	2.060000	0.950000	0.190000	80.000000	69.000000	250	0.000000	0.000000	0.905000	0	0	0	
143617	2069	1.250000	3.880000	2.080000	0.940000	0.190000	80.000000	69.000000	250	0.000000	0.000000	0.910000	0	0	0	
143777	2058	1.310000	4.140000	2.250000	0.930000	0.230000	80.000000	69.000000	250	0.000000	0.000000	0.910000	0	0	0	
143937	2053	1.550000	4.720000	2.590000	0.940000	0.260000	80.000000	69.000000	250	0.000000	0.000000	0.910000	0	0	0	
144098	2011	1.840000	4.740000	2.630000	0.940000	0.270000	80.000000	69.000000	250	0.000000	0.000000	0.910000	0	0	0	
144258	2003	1.910000	4.580000	2.530000	0.960000	0.250000	80.000000	69.000000	250	0.000000	0.000000	0.910000	0	0	0	
144418	2004	1.930000	4.330000	2.390000	0.950000	0.240000	80.000000	69.000000	250	0.000000	0.000000	0.910000	0	0	0	
144578	1910	1.760000	3.850000	2.090000	0.960000	0.210000	80.000000	69.000000	250	0.000000	0.000000	0.865000	0	0	0	
144739	1907	1.570000	3.810000	2.060000	0.950000	0.200000	80.000000	69.000000	250	0.000000	0.000000	0.865000	0	0	0	
144899	1840	1.460000	3.880000	2.100000	0.950000	0.200000	80.000000	69.000000	250	0.000000	0.000000	0.865000	0	0	0	
145059	1867	1.390000	3.740000	2.010000	0.950000	0.200000	80.000000	69.000000	250	0.000000	0.000000	0.865000	0	0	0	
145219	1848	1.390000	3.750000	2.040000	0.940000	0.200000	80.000000	69.000000	250	0.000000	0.000000	0.865000	0	0	0	
145379	1821	1.390000	4.280000	2.310000	0.930000	0.250000	80.000000	69.000000	250	0.000000	0.000000	0.865000	0	0	0	
145540	1820	1.570000	5.030000	2.760000	0.930000	0.310000	80.000000	69.000000	250	0.000000	0.000000	0.865000	0	0	0	
145700	1849	1.860000	6.770000	3.660000	0.920000	0.400000	80.000000	69.000000	250	0.000000	0.000000	0.880000	0	0	0	
