Ver. 4 7 real time data, Monday, August 28, 2017 1:58:57 AM
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
202992	1945	1.680000	8.960000	5.040000	0.960000	0.540000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
203153	1946	1.700000	8.940000	5.020000	0.940000	0.540000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
203313	1953	1.680000	9.030000	5.100000	0.940000	0.540000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
203473	1950	1.750000	9.130000	5.160000	0.950000	0.540000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
203633	1954	1.700000	9.030000	5.100000	0.940000	0.550000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
203793	1956	1.760000	9.240000	5.280000	0.950000	0.540000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
203954	1948	1.720000	8.340000	4.720000	0.960000	0.500000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
204114	1950	1.610000	7.800000	4.330000	0.960000	0.460000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
204274	1951	1.720000	7.520000	4.150000	0.950000	0.450000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
204434	1950	1.800000	7.640000	4.270000	0.940000	0.450000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
204595	1947	1.720000	7.650000	4.210000	0.960000	0.450000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
204755	1946	1.720000	7.700000	4.240000	0.940000	0.460000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
204915	1942	1.660000	7.830000	4.310000	0.960000	0.450000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
205075	1944	1.660000	7.300000	4.030000	0.980000	0.440000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
205236	1935	1.700000	6.120000	3.460000	0.970000	0.360000	77.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
205396	1934	1.910000	5.290000	2.980000	0.970000	0.320000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
205556	1929	2.060000	5.380000	3.010000	0.960000	0.330000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
205716	1930	2.100000	5.620000	3.150000	0.940000	0.340000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
205876	1921	2.040000	5.810000	3.230000	0.950000	0.340000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
206027	1914	2.000000	5.650000	3.140000	0.960000	0.340000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
206187	1910	2.060000	5.780000	3.220000	0.950000	0.340000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
206367	1902	2.000000	5.660000	3.280000	0.950000	0.340000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
206527	1895	1.970000	5.930000	3.300000	0.970000	0.340000	77.000000	67.000000	250	0.000000	0.000000	0.855000	0	0	0	
206688	1888	1.900000	5.980000	3.330000	0.950000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.820000	0	0	0	
206868	1880	1.930000	5.890000	3.300000	0.960000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.820000	0	0	0	
207038	1875	1.930000	5.910000	3.280000	0.960000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.820000	0	0	0	
207198	1864	1.930000	6.080000	3.380000	0.950000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.820000	0	0	0	
207359	1855	1.820000	6.080000	3.400000	0.950000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.820000	0	0	0	
207539	1846	1.840000	5.990000	3.340000	0.960000	0.360000	77.000000	67.000000	250	0.000000	0.000000	0.820000	0	0	0	
207699	1844	1.860000	6.100000	3.400000	0.960000	0.360000	77.000000	67.000000	250	0.000000	0.000000	0.845000	0	0	0	
207859	1838	1.800000	5.960000	3.330000	0.950000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.845000	0	0	0	
208030	1831	1.900000	6.140000	3.420000	0.950000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.845000	0	0	0	
208190	1825	1.840000	6.110000	3.410000	0.950000	0.360000	77.000000	67.000000	250	0.000000	0.000000	0.845000	0	0	0	
208350	1812	1.880000	6.060000	3.370000	0.960000	0.360000	77.000000	67.000000	250	0.000000	0.000000	0.845000	0	0	0	
208510	1805	1.950000	6.090000	3.380000	0.960000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.845000	0	0	0	
208670	1799	1.900000	6.210000	3.440000	0.960000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.845000	0	0	0	
208831	1794	1.880000	6.230000	3.500000	0.950000	0.350000	77.000000	67.000000	250	0.000000	0.000000	0.835000	0	0	0	
208991	1786	1.910000	6.250000	3.460000	0.950000	0.360000	78.000000	67.000000	250	0.000000	0.000000	0.835000	0	0	0	
209151	1782	1.840000	6.230000	3.450000	0.950000	0.360000	77.000000	67.000000	250	0.000000	0.000000	0.835000	0	0	0	
209311	1778	1.930000	6.830000	3.720000	0.950000	0.390000	78.000000	67.000000	250	0.000000	0.000000	0.835000	0	0	0	
209472	1774	2.040000	7.930000	4.310000	0.930000	0.470000	78.000000	67.000000	250	0.000000	0.000000	0.835000	0	0	0	
209632	1765	1.820000	9.240000	5.170000	0.930000	0.540000	78.000000	67.000000	250	0.000000	0.000000	0.835000	0	0	0	
209802	1764	1.750000	10.020000	5.740000	0.940000	0.590000	78.000000	67.000000	250	0.000000	0.000000	0.835000	0	0	0	
209972	1754	1.680000	10.130000	5.830000	0.940000	0.600000	78.000000	67.000000	250	0.000000	0.000000	0.850000	0	0	0	
210143	1751	1.660000	10.120000	5.880000	0.950000	0.610000	78.000000	67.000000	250	0.000000	0.000000	0.850000	0	0	0	
210313	1751	1.720000	10.090000	5.880000	0.940000	0.620000	78.000000	67.000000	250	0.000000	0.000000	0.850000	0	0	0	
210473	1745	1.700000	10.350000	6.000000	0.950000	0.620000	78.000000	67.000000	250	0.000000	0.000000	0.850000	0	0	0	
210633	1741	1.660000	10.470000	6.050000	0.940000	0.620000	78.000000	67.000000	250	0.000000	0.000000	0.850000	0	0	0	
210814	1729	1.660000	10.360000	6.000000	0.940000	0.630000	78.000000	67.000000	250	0.000000	0.000000	0.850000	0	0	0	
210974	1727	1.720000	10.360000	6.030000	0.940000	0.640000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
211134	1724	1.660000	10.530000	6.110000	0.940000	0.640000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
211294	1716	1.760000	10.430000	6.140000	0.950000	0.640000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
211454	1715	1.720000	10.570000	6.140000	0.950000	0.640000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
211615	1713	1.680000	10.570000	6.110000	0.950000	0.640000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
211775	1703	1.780000	10.500000	6.120000	0.940000	0.650000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
211935	1698	1.750000	10.490000	6.110000	0.940000	0.660000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
212095	1698	1.680000	10.390000	6.070000	0.950000	0.650000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
212256	1697	1.800000	10.460000	6.100000	0.930000	0.660000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
212416	1693	1.780000	10.540000	6.120000	0.940000	0.680000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
212576	1689	1.680000	11.740000	6.910000	0.920000	0.740000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
212736	1687	1.650000	12.330000	7.460000	0.930000	0.780000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
212887	1688	1.630000	12.360000	7.610000	0.950000	0.790000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
213067	1684	1.610000	12.490000	7.740000	0.940000	0.800000	78.000000	67.000000	250	0.000000	0.000000	0.850000	0	0	0	
213227	1683	1.610000	12.600000	7.740000	0.940000	0.800000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
213387	1682	1.630000	12.190000	7.520000	0.940000	0.800000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
213547	1680	1.680000	12.490000	7.670000	0.940000	0.810000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
213708	1683	1.570000	12.460000	7.550000	0.950000	0.800000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
213868	1681	1.650000	12.620000	7.760000	0.950000	0.800000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
214028	1684	1.660000	12.400000	7.640000	0.950000	0.800000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
214188	1682	1.650000	12.110000	7.400000	0.950000	0.770000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
214349	1682	1.700000	11.790000	7.060000	0.940000	0.770000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
214519	1678	1.760000	11.770000	7.130000	0.940000	0.770000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
214679	1678	1.700000	11.940000	7.190000	0.950000	0.760000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
214839	1676	1.660000	11.640000	7.060000	0.940000	0.760000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
215000	1675	1.720000	11.740000	7.110000	0.960000	0.760000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
215160	1672	1.680000	11.610000	6.940000	0.950000	0.770000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
215340	1673	1.700000	11.710000	7.030000	0.950000	0.760000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
215500	1673	1.750000	12.290000	7.430000	0.930000	0.810000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
215661	1668	1.440000	13.150000	8.170000	0.940000	0.850000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
215831	1673	1.610000	13.590000	8.490000	0.940000	0.870000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
215991	1676	1.590000	13.340000	8.360000	0.940000	0.880000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
216151	1675	1.590000	13.040000	8.230000	0.940000	0.870000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
216311	1674	1.700000	12.880000	8.040000	0.960000	0.850000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
216492	1682	1.680000	13.090000	8.110000	0.940000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
216652	1683	1.630000	13.040000	8.130000	0.950000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
216812	1690	1.630000	12.880000	8.040000	0.950000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
216972	1686	1.680000	12.940000	8.050000	0.950000	0.850000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
217133	1691	1.720000	12.960000	8.090000	0.940000	0.850000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
217293	1696	1.660000	13.140000	8.190000	0.950000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
217453	1701	1.660000	12.990000	8.110000	0.950000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
217603	1691	1.590000	13.020000	8.140000	0.940000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
217764	1699	1.650000	12.970000	8.100000	0.950000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
217924	1703	1.660000	13.160000	8.240000	0.950000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
218084	1705	1.630000	12.950000	8.080000	0.950000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
218244	1712	1.660000	12.970000	8.140000	0.960000	0.850000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
218404	1709	1.660000	12.960000	8.090000	0.940000	0.860000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
218575	1715	1.630000	13.050000	8.130000	0.960000	0.850000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
218735	1711	1.650000	12.920000	8.040000	0.940000	0.850000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
218895	1710	1.550000	12.160000	7.440000	0.960000	0.810000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
219055	1707	1.420000	10.550000	6.340000	0.980000	0.660000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
219216	1709	1.590000	9.590000	5.600000	0.980000	0.580000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
219376	1699	1.700000	9.140000	5.280000	0.970000	0.560000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
219556	1693	1.700000	9.130000	5.250000	0.970000	0.550000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
219716	1688	1.750000	9.080000	5.220000	0.960000	0.540000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
219877	1686	1.750000	8.930000	5.070000	0.970000	0.550000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
220047	1687	1.860000	9.350000	5.370000	0.950000	0.590000	78.000000	67.000000	250	0.000000	0.000000	0.865000	0	0	0	
220207	1678	1.930000	10.280000	6.010000	0.950000	0.640000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
220367	1672	1.760000	10.510000	6.110000	0.950000	0.650000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
220528	1671	1.660000	10.380000	6.120000	0.950000	0.660000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
220688	1666	1.680000	10.700000	6.270000	0.960000	0.660000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
220848	1664	1.720000	10.770000	6.320000	0.950000	0.670000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
221008	1660	1.660000	10.670000	6.260000	0.950000	0.680000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
221168	1655	1.610000	10.980000	6.460000	0.950000	0.680000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
221329	1654	1.650000	10.970000	6.420000	0.960000	0.670000	78.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
221489	1653	1.630000	10.070000	5.940000	0.970000	0.620000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
221649	1651	1.650000	9.640000	5.630000	0.960000	0.610000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
221809	1645	1.750000	9.670000	5.620000	0.960000	0.600000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
221970	1631	1.680000	9.280000	4.930000	0.990000	0.530000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
222130	1627	1.590000	7.760000	4.380000	0.980000	0.440000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
222290	1627	1.630000	7.400000	4.120000	0.950000	0.430000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
222450	1617	1.700000	7.280000	4.030000	0.970000	0.410000	78.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
222611	1605	1.660000	7.220000	4.030000	0.970000	0.410000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
222771	1599	1.650000	7.120000	3.960000	0.970000	0.410000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
222931	1593	1.780000	6.620000	3.710000	0.980000	0.400000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
223091	1583	1.950000	6.920000	3.870000	0.960000	0.400000	78.000000	67.000000	250	0.000000	0.000000	0.860000	0	0	0	
223251	1577	1.860000	6.760000	3.760000	0.950000	0.410000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
223412	1572	1.970000	8.690000	4.860000	0.940000	0.480000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
223572	1569	1.650000	8.780000	4.960000	0.950000	0.530000	78.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
223732	1562	1.650000	8.800000	4.990000	0.960000	0.530000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
223892	1558	1.680000	9.130000	5.200000	0.960000	0.530000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
224063	1552	1.630000	9.110000	5.240000	0.970000	0.540000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
224223	1548	1.660000	9.120000	5.220000	0.950000	0.540000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
224383	1546	1.570000	8.920000	5.110000	0.960000	0.540000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
224563	1548	1.630000	8.870000	5.040000	0.960000	0.540000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
224724	1542	1.760000	8.950000	5.130000	0.960000	0.540000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
224884	1541	1.660000	8.520000	4.850000	0.980000	0.510000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
225044	1541	1.720000	8.240000	4.670000	0.960000	0.500000	78.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
225204	1538	1.800000	8.300000	4.670000	0.960000	0.500000	80.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
225364	1540	1.800000	8.280000	4.660000	0.960000	0.500000	80.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
225535	1535	1.820000	8.260000	4.640000	0.960000	0.500000	80.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
225695	1532	1.820000	8.190000	4.600000	0.960000	0.490000	80.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
225855	1531	1.860000	8.130000	4.540000	0.960000	0.490000	80.000000	66.000000	250	0.000000	0.000000	0.855000	0	0	0	
226015	1530	1.780000	8.160000	4.620000	0.980000	0.450000	80.000000	66.000000	250	0.000000	0.000000	0.845000	0	0	0	
226176	1528	1.610000	7.130000	4.010000	0.970000	0.390000	80.000000	66.000000	250	0.000000	0.000000	0.845000	0	0	0	
226336	1523	1.530000	5.980000	3.370000	1.000000	0.340000	80.000000	66.000000	250	0.000000	0.000000	0.845000	0	0	0	
226496	1517	1.680000	5.400000	3.060000	0.990000	0.310000	80.000000	66.000000	250	0.000000	0.000000	0.845000	0	0	0	
226656	1510	1.800000	4.790000	2.710000	0.980000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.845000	0	0	0	
226817	1504	1.880000	4.560000	2.570000	0.980000	0.260000	80.000000	66.000000	250	0.000000	0.000000	0.845000	0	0	0	
226977	1498	1.820000	4.400000	2.460000	0.980000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.845000	0	0	0	
227137	1474	1.760000	4.270000	2.380000	0.980000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
227297	1489	1.630000	4.260000	2.360000	0.980000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
227457	1466	1.590000	4.260000	2.360000	0.970000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
227618	1470	1.530000	4.210000	2.330000	0.970000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
227778	1473	1.420000	4.210000	2.350000	0.980000	0.230000	80.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
227938	1455	1.510000	4.280000	2.380000	0.970000	0.230000	80.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
228098	1446	1.480000	4.230000	2.350000	0.970000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.850000	0	0	0	
228259	1441	1.420000	4.280000	2.380000	0.970000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
228419	1435	1.440000	4.300000	2.390000	0.970000	0.230000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
228589	1429	1.440000	4.160000	2.300000	0.980000	0.230000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
228749	1407	1.420000	4.260000	2.380000	0.980000	0.230000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
228910	1366	1.390000	4.360000	2.440000	0.990000	0.230000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
229070	1308	1.420000	4.400000	2.490000	0.970000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
229250	1259	1.510000	4.470000	2.500000	0.970000	0.240000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
229410	1232	1.550000	4.580000	2.570000	0.980000	0.250000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
229571	1189	1.550000	4.530000	2.540000	0.970000	0.260000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
229731	1169	1.550000	4.590000	2.580000	0.980000	0.260000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
229891	1138	1.590000	4.670000	2.620000	0.970000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
230051	1114	1.550000	4.760000	2.660000	0.970000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
230211	1103	1.590000	4.780000	2.700000	0.980000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
230372	1092	1.590000	4.780000	2.700000	0.980000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.870000	0	0	0	
230532	1087	1.610000	4.790000	2.700000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
230682	1083	1.650000	4.810000	2.700000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
230852	1079	1.630000	4.810000	2.700000	0.970000	0.290000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
231013	1075	1.590000	4.810000	2.720000	0.990000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
231163	1070	1.610000	4.790000	2.690000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
231333	1072	1.630000	4.880000	2.740000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
231493	1072	1.650000	4.810000	2.700000	0.980000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
231643	1072	1.660000	4.840000	2.730000	0.980000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
231804	1072	1.660000	4.940000	2.780000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
231964	1066	1.660000	4.910000	2.760000	0.970000	0.290000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
232144	1060	1.610000	4.830000	2.720000	0.970000	0.290000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
232304	1062	1.590000	4.830000	2.720000	0.960000	0.290000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
232465	1060	1.650000	4.770000	2.690000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
232625	1061	1.680000	4.840000	2.730000	0.960000	0.290000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
232785	1065	1.680000	4.840000	2.730000	0.970000	0.290000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
232955	1068	1.720000	4.830000	2.730000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
233116	1072	1.700000	4.840000	2.730000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
233276	1072	1.660000	4.790000	2.690000	0.980000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
233456	1078	1.590000	4.830000	2.690000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
233616	1086	1.660000	4.760000	2.660000	0.980000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
233777	1099	1.650000	4.770000	2.690000	0.980000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
233937	1103	1.650000	4.750000	2.670000	0.980000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
234087	1103	1.700000	4.690000	2.650000	0.980000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
234257	1101	1.680000	4.740000	2.670000	0.960000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
234407	1099	1.680000	4.680000	2.650000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
234588	1096	1.720000	4.700000	2.650000	0.970000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
234748	1088	1.720000	4.750000	2.670000	0.980000	0.260000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
234908	1078	1.680000	4.390000	2.450000	0.970000	0.270000	80.000000	66.000000	251	0.000000	0.000000	0.860000	0	0	0	
235068	1047	1.660000	4.630000	2.600000	0.980000	0.260000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
235229	1025	1.650000	4.600000	2.600000	0.970000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
235389	1004	1.660000	4.540000	2.570000	0.970000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
235549	968	1.550000	4.550000	2.570000	0.980000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
235709	949	1.630000	4.640000	2.550000	0.980000	0.270000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
235870	937	1.610000	4.640000	2.600000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
236030	935	1.680000	4.720000	2.650000	0.970000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
236190	924	1.660000	4.660000	2.610000	0.960000	0.290000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
236350	934	1.610000	5.910000	4.070000	0.980000	0.380000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
236510	999	1.610000	5.150000	2.960000	0.990000	0.310000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
236671	1112	1.480000	5.450000	3.080000	0.970000	0.320000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
236821	1169	1.440000	6.000000	3.330000	0.960000	0.340000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
236991	1325	1.610000	5.630000	3.150000	0.970000	0.330000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
237161	1449	1.660000	4.960000	2.780000	0.980000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.865000	0	0	0	
237342	1345	1.660000	4.960000	2.780000	0.960000	0.280000	80.000000	66.000000	250	0.000000	0.000000	0.860000	0	0	0	
